# Generated by arclines_nist.pro - D. P. Finkbeiner 2002-Jul-23
# NOTE THAT THESE ARE _AIR_ WAVELENGTHS
 4734.1741   600 BLEND Xe
 4735.9276   300 BLEND Ar
 4739.0248  3000 BLEND Kr
 4749.5955   300 BLEND Ne
 4752.7537   500 BLEND Ne
 4758.7474   150 BLEND Ne
 4762.4573   300 BLEND Kr
 4764.8867   800 BLEND Ar
 4765.7664  1000 BLEND Kr
 4780.3594   300 BLEND Ne
 4788.9473  1000 BLEND Ne
 4790.2392   500 BLEND Ne
 4792.6410   150 BLEND Xe
 4806.0413   550 BLEND Ar
 4807.0381   500 BLEND Xe
 4810.0847   150 BLEND Ne
 4811.7768   300 BLEND Kr
 4817.6582   300 BLEND Ne
 4818.7977   150 BLEND Ne
 4821.9426   300 BLEND Ne
 4825.2031   300 BLEND Kr
 4827.3596  1000 BLEND Ne
 4827.6084   300 BLEND Ne
 4829.7318   400 BLEND Xe
 4832.0982   800 BLEND Kr
 4837.3338   500  GOOD Ne
 4843.3081   300 BLEND Xe
 4846.6332   700 BLEND Kr
 4847.8308   150 BLEND Ar
 4857.2243   150 BLEND Kr
 4879.8840   800 BLEND Ar
 4884.9392  1000 BLEND Ne
 4892.1100   500 BLEND Ne
 4916.5280   500  GOOD Xe
 4923.1721   500 BLEND Xe
 4945.6100   300 BLEND Kr
 4955.4113   150 BLEND Ne
 4957.0538  1000 BLEND Ne
 4957.1423   150 BLEND Ne
 4965.0996   200  GOOD Ar
 4971.7328   200   BAD Xe
 4972.7325   400 BLEND Xe
 4988.7881   300 BLEND Xe
 4994.9491   150 BLEND Ne
 5005.1782   500 BLEND Ne
 5022.4188   200 BLEND Kr
 5028.2992   200 BLEND Xe
 5031.3688   250 BLEND Ne
 5037.7704   500 BLEND Ne
 5044.9426   200 BLEND Xe
 5080.4040   150 BLEND Ne
 5080.6428  1000 BLEND Xe
 5086.5412   250 BLEND Kr
 5116.5218   150 BLEND Ne
 5122.2753   150 BLEND Ne
 5122.3697   150 BLEND Ne
 5122.4413   300 BLEND Xe
 5125.7504   400   BAD Kr
 5144.9558   500 BLEND Ne
 5145.0507   500 BLEND Ne
 5188.0533   300 BLEND Xe
 5188.6307   150 BLEND Ne
 5191.3924   400 BLEND Xe
 5193.1432   150 BLEND Ne
 5193.2404   150 BLEND Ne
 5203.9136   150  GOOD Ne
 5208.3377   500 BLEND Kr
 5260.4534   500 BLEND Xe
 5261.9630   500 BLEND Xe
 5292.2346  2000  GOOD Xe
 5298.2066   150  GOOD Ne
 5308.6801   200 BLEND Kr
 5309.2899   300 BLEND Xe
 5313.8887  1000 BLEND Xe
 5330.7943   600 BLEND Ne
 5333.4233   500 BLEND Kr
 5339.3517  2000 BLEND Xe
 5341.1104  1000 BLEND Ne
 5343.3005   600 BLEND Ne
 5349.2192   150  GOOD Ne
 5355.1793   150 BLEND Ne
 5355.4389   150 BLEND Ne
 5360.0274   150 BLEND Ne
 5363.2151   200 BLEND Xe
 5368.0838   200 BLEND Xe
 5372.4026   500 BLEND Xe
 5400.5780  2000 BLEND Ne
 5412.6645   250 BLEND Ne
 5418.5751   150 BLEND Ne
 5419.1697  3000 BLEND Xe
 5433.6669   250  GOOD Ne
 5438.9743   800  GOOD Xe
 5445.4625   300 BLEND Xe
 5448.5257   150 BLEND Ne
 5450.4611   200 BLEND Xe
 5460.4084   400  GOOD Xe
 5468.1862   200  GOOD Kr
 5472.6250  1000  GOOD Xe
 5525.5405   200 BLEND Xe
 5531.0890   600 BLEND Xe
 5562.2394   500 BLEND Kr
 5562.4576   150 BLEND Ne
 5562.7817   500 BLEND Ne
 5570.3032  2000 BLEND Kr
 5616.6854   300  GOOD Xe
 5656.6730   500 BLEND Ne
 5659.3937   300 BLEND Xe
 5667.5714   600 BLEND Xe
 5670.9205   150 BLEND Xe
 5681.9075   400 BLEND Kr
 5689.8302   150 BLEND Ne
 5690.3651   200   BAD Kr
 5699.6226   200 BLEND Xe
 5716.1181   200 BLEND Xe
 5718.8967   150 BLEND Ne
 5719.2393   500 BLEND Ne
 5726.9251   500  GOOD Xe
 5748.3126   500 BLEND Ne
 5751.0485   500 BLEND Xe
 5758.6664   300 BLEND Xe
 5764.4326   700 BLEND Ne
 5776.4015   300  GOOD Xe
 5804.4626   500 BLEND Ne
 5811.4204   300  GOOD Ne
 5820.1689   500 BLEND Ne
 5823.8984   300 BLEND Xe
 5824.8082   150 BLEND Xe
# DPF checked by hand below ------------------
 5852.5007  2000  GOOD Ne
 5870.9265  3000 BLEND Kr
 5881.9079  1000 BLEND Ne
 5902.4       50 BLEND Ne  # DPF
 5905.1461   200 BLEND Xe
 5944.8464   500 BLEND Ne
 5965.4837   500 BLEND Ne
 5975.5459   600 BLEND Ne
 6030.0084  1000 BLEND Ne
 6074.3490  1000  GOOD Ne
 6096.1743   300 BLEND Ne
 6128.4609   100  GOOD Ne
 6143.0735  1000 BLEND Ne
 6163.6046  1000  GOOD Ne
 6182.1585   150 BLEND Ne
 6217.2915  1000 BLEND Ne
 6266.5050  1000  GOOD Ne
 6304.7987   100 BLEND Ne
 6334.4374  1000 BLEND Ne
 6383.0009  1000 BLEND Ne
 6402.2551  2000 BLEND Ne
 6456.2965   200  GOOD Kr
# 6506.5366   100 BLEND Ne
# 6532.8905   100 BLEND Ne
# 6598.9608  1000 BLEND Ne
 6506.5366   100  GOOD Ne
 6532.8905   100  GOOD Ne
 6598.9608  1000  GOOD Ne
 6652.1002   150  FAIR Ne
 6678.2837   500 BLEND Ne
 6717.0502    70  GOOD Ne
 6728.0198   200  GOOD Xe
 6752.8400   150 BLEND Ar
 6788.7131   150 BLEND Xe
 6805.7484  1000  GOOD Xe
 6827.3225   200  FAIR Xe
 6871.2954   150 BLEND Ar  # much too weak to use
# 6882.1674   300 BLEND Xe
 6929.4732  1000 BLEND Ne
# 6965.4355 10000  GOOD Ar --??? adjust this, or the Ne?
 6965.442  10000  GOOD Ar
 7024.0558   500  GOOD Ne
 7030.2557   150 BLEND Ar
 7032.4185  1000 BLEND Ne
 7051.2975    70  FAIR Ne
# 7059.1125   200  FAIR Ne # usable, but better lines nearby - DPF
 7065.1841   200 BLEND He
 7067.2225 10000 BLEND Ar
 7119.6021   500  FAIR Xe 
 7147.0456  1000 BLEND Ar
 7173.9427  1000  GOOD Ne
 7245.1707  1000  GOOD Ne
 7272.9389  2000 BLEND Ar
 7372.1207   200  FAIR Ar
# was  7383.9834
 7383.988 10000  GOOD Ar # weak Xe at 7385.9989 - DPF says add a bit
 7438.9015   300 BLEND Ne
 7472.4415    50  FAIR Ne
 7488.8741   500 BLEND Ne
# 7503.8704 20000  GOOD Ar
 7503.8694 20000  GOOD Ar
# 7514.6535 15000  GOOD Ar
 7514.6545 15000  GOOD Ar
# 7535.7767   300  GOOD Ne
 7535.7727   300  GOOD Ne
 7544.0469   100  FAIR Ne # weakest of the four - DPF
 7587.4135  1000 BLEND Kr
 7601.5466  2000 BLEND Kr # looks like a blend DPF
 7635.1073 25000  GOOD Ar
 7642.0184   500 BLEND Xe
# 7685.2456  1000  GOOD Kr  a bit high - DPF
 7685.2400  1000  GOOD Kr
 7694.5400  1200  GOOD Kr
 7723.7620 15000 BLEND Ar
 7724.2078 10000 BLEND Ar
 7746.8286   150  FAIR Kr
 7854.8219   800  GOOD Kr
 7887.4010   300 BLEND Xe
 7913.4238   200  JUNK Kr # bad in fits
 7928.5976   180 BLEND Kr
 7943.1819   200 BLEND Ne
 7948.1763 20000  GOOD Ar
 7967.3390   500  FAIR Xe
 8006.1563 20000  GOOD Ar
 8014.7859 25000  GOOD Ar
 8059.5026  1500 BLEND Kr
 8082.4579   200 BLEND Ne
 8103.6915 20000 BLEND Ar
 8104.3633  4000 BLEND Kr
 8112.8990  6000 BLEND Kr
 8115.3103 35000 BLEND Ar
 8136.4053   300 BLEND Ne
 8190.0537  3000  GOOD Kr
 8206.3433   700 BLEND Xe
 8231.6343 10000  GOOD Xe
 8259.3780   150 BLEND Ne
 8263.2386  3000 BLEND Kr
 8264.5203 10000 BLEND Ar
 8266.0761   200 BLEND Ne
 8266.5167   500 BLEND Xe
 8280.1150  7000 BLEND Xe
 8281.0487  1500 BLEND Kr
 8298.1060  5000 BLEND Kr
 8300.3251   600 BLEND Ne
 8301.5585   150 BLEND Ne
 8346.8146  2000 BLEND Xe
# 8365.7470   150  FAIR Ne #maybe try?
 8365.7470   150  GOOD Ne #maybe try?
 8376.3599   200 BLEND Ne
 8377.6050   800 BLEND Ne
 8408.2067 15000 BLEND Ar
 8418.4257   400 BLEND Ne
 8424.6452 20000  GOOD Ar # sat? pulled by neighbor?
 8463.3556   150  FAIR Ne # too weak? - DPF
 8495.3578   500  GOOD Ne
 8508.8681  3000  GOOD Kr
 8521.4386 15000  GOOD Ar
 8591.2562   400  GOOD Ne
 8634.6443   600 BLEND Ne
 8647.0383   300 BLEND Ne
 8648.5417   250 BLEND Xe
 8654.3802  1500 BLEND Ne
 8655.5195   400 BLEND Ne
 8667.9403  4500 BLEND Ar
 8679.4896   500 BLEND Ne
 8681.9182   500 BLEND Ne
 8704.1086   200  GOOD Ne
# 8739.3867   300  GOOD Xe This must be too high
 8739.375    300  GOOD Xe
 8771.6530   400 BLEND Ne
 8776.7444  6000 BLEND Kr
 8778.7294   150 BLEND Ne
 8780.6176  1200 BLEND Ne
 8783.7499  1000 BLEND Ne
 8819.4047  5000  GOOD Xe
 8853.8631   700 BLEND Ne
 8862.3129   300 BLEND Xe
 8865.7514   500 BLEND Ne
 8919.4966   300  JUNK Ne  # trouble maker
 8928.6876  2000 BLEND Kr
 8930.8240   200 BLEND Xe
# 8952.2481  1000  JUNK Xe  # Maybe bad?  try this one again
 8952.2481  1000  GOOD Xe  # Maybe this is OK - DPF
 8987.5684   200 BLEND Xe
 8988.5521   200 BLEND Ne
# 9045.4425   400  JUNK Xe  good line!
 9045.4425   400  GOOD Xe # try this?
 9122.9622 35000  GOOD Ar
 9148.6666   600  FAIR Ne # weaker than neighbors - DPF
 9162.6403   500  GOOD Xe
 9194.6325   550  FAIR Ar
 9201.7539   600  JUNK Ne # trouble maker
 9220.0530   400 BLEND Ne
 9221.5749   200 BLEND Ne
 9224.4923 15000 BLEND Ar
 9226.6850   200 BLEND Ne
 9291.5258   400 BLEND Ar
# checked by hand above here - DPF
 9300.8471   600  JUNK Ne # never part of a good fit...
 9310.5782   150 BLEND Ne
 9313.9669   300 BLEND Ne
 9320.9867   200   BAD Kr
 9326.5011   600  JUNK Ne
 9354.2126  1600  GOOD Ar
 9361.9455   300 BLEND Kr
 9373.3019   200 BLEND Ne
 9402.8142   200   BAD Kr
 9425.3727   500  GOOD Ne
 9459.2032   300  GOOD Ne
 9470.9255   200   BAD Kr
 9486.6755   500  GOOD Ne
 9513.3738   200  GOOD Xe
 9534.1563   500  GOOD Ne
 9547.3983   300  GOOD Ne
 9577.0063   120 BLEND Ne
 9577.5162   500 BLEND Kr
 9605.7884   500   BAD Kr
 9619.6046   400   BAD Kr
 9657.7791 25000  GOOD Ar
 9663.3326   200 BLEND Kr
 9665.4126  1000 BLEND Ne
 9685.3165   150  GOOD Xe
 9711.5893   200   BAD Kr
 9751.7503  2000  GOOD Kr
 9784.4943  4500  GOOD Ar
 9799.6951  2000 BLEND Xe
 9803.1341   500 BLEND Kr
 9856.3065   500  GOOD Kr
 9923.1811  3000  GOOD Xe
10052.0557   180  GOOD Ar
10221.4491  1000  GOOD Kr
10470.0427  1600 BLEND Ar
10506.4897   180  GOOD Ar
10562.3968   200  GOOD Ne
10673.5548   200  GOOD Ar
10798.0313   150  GOOD Ne
10829.0794   300 BLEND He
10830.2384  1000 BLEND He
10830.3281  2000 BLEND He
10844.4655   200  GOOD Ne
